Gene Symbol,gene description from mart,GO from mart,GO from mart,ENTREZ GENE ID,biological process,Fold change
Os01g0197200,Similar to predicted protein,GO:0004386,helicase activity,,response to stress,-2.438809045
Os01g0197400,Conserved hypothetical protein,,,,response to stress,-3.803531195
Os01g0197400,Hypothetical genes,GO:0016021,integral component of membrane,,response to stress,3.520598908
Os01g0197400,Hypothetical genes,GO:0016021,integral component of membrane,,response to stress,2.659239913
Os01g0197450,Pentatricopeptide repeat domain containing protein,GO:0031930,mitochondria-nucleus signaling pathway,4351111,response to stress,1.697056771
Os01g0197500,,,,4347341,response to stress,-1.337255305
Os01g0197700,"Cytokinin oxidase/dehydrogenase, Regulation of grain productio",GO:0019139,cytokinin dehydrogenase activity,4335829,response to stress,4.284311765
Os01g0197900,"RNA-dependent RNA polymerase, eukaryotic-type domain containing protein",GO:0003723,RNA binding,4333266,response to stress,1.577233324
Os01g0197900,"RNA-dependent RNA polymerase, eukaryotic-type domain containing protein",GO:0003723,RNA binding,4333267,response to stress,-2.904180645
Os01g0198000,"RNA-dependent RNA polymerase, eukaryotic-type domain containing protein",GO:0003723,RNA binding,4329330,response to stress,1.901698589
Os01g0198100,"RNA-dependent RNA polymerase, eukaryotic-type domain containing protein",GO:0003723,RNA binding,4329329,response to stress,2.273013695
Os01g0198200,Similar to Casein kinase-like protein,GO:0004672,protein kinase activity,4329331,response to stress,-2.481999605
Os01g0198500,Conserved hypothetical protein,,,4332922,response to stress,3.149867659
Os01g0198900,,,,9267742,response to stress,2.21472732
Os01g0198900,Polyketide cyclase/dehydrase domain containing protein,GO:0005634,nucleus,4328704,response to stress,-1.638820769
Os01g0199400,Alpha/beta hydrolase family protein,GO:0005794,Golgi apparatus,4348518,response to stress,-1.15735818
Os01g0199700,"Protein of unknown function DUF1677, plant domain containing protein",,,4327100,response to stress,-2.199724114
Os01g0199700,"Protein of unknown function DUF1677, plant domain containing protein",,,,response to stress,1.117510755
Os01g0199900,Similar to Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21) (AIR carboxylase) (AIRC),GO:0006189,'de novo' IMP biosynthetic process,4324667,response to stress,3.250842529
Os01g0199900,Similar to Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21) (AIR carboxylase) (AIRC),GO:0006189,'de novo' IMP biosynthetic process,4324669,response to stress,1.142249779
Os01g0199900,,,,4324670,response to stress,3.814968017
Os01g0199900,Similar to Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21) (AIR carboxylase) (AIRC),GO:0006189,'de novo' IMP biosynthetic process,4324671,response to stress,2.609381895
Os01g0200000,Similar to autophagocytosis protein AUT1-like [Oryza sativa (japonica cultivar-group)],GO:0000045,autophagosome assembly,,response to stress,2.948349907
Os01g0200200,"Protein of unknown function DUF1677, plant domain containing protein",,,,response to stress,3.597576496
Os01g0200300,Similar to Homeobox-leucine zipper protein HOX29,GO:0010087,phloem or xylem histogenesis,4331145,response to stress,1.741055262
Os01g0200400,Thioredoxin domain 2 containing protein,GO:0016021,integral component of membrane,4346327,response to stress,-1.511585093
Os01g0200500,MPPN family protein,GO:0051028,mRNA transport,4334125,response to stress,-1.743843876
Os01g0200500,,,,4334126,response to stress,1.62582174
Os01g0200600,Similar to Avr9/Cf-9 rapidly elicited protein 111A,GO:0003677,DNA binding,4339406,response to stress,2.450543985
Os01g0200600,Similar to Avr9/Cf-9 rapidly elicited protein 111A,GO:0003677,DNA binding,4344224,response to stress,-1.453056977
Os01g0200600,Similar to Avr9/Cf-9 rapidly elicited protein 111A,GO:0003677,DNA binding,4344224,response to stress,3.868536357
Os01g0200700,Similar to Metallothionein-like protein type 3 (MT-3) (MWMT3),GO:0005507,copper ion binding,107275545,response to stress,4.761639719
Os01g0200700,Similar to Metallothionein-like protein type 3 (MT-3) (MWMT3),GO:0005507,copper ion binding,4347399,response to stress,2.287469323
Os01g0201000,Similar to protein kinase family protein,,,4332328,response to stress,5.335881704
Os01g0201100,Similar to xylosyltransferase oxt,GO:0008375,acetylglucosaminyltransferase activity,4324463,response to stress,2.665231276
Os01g0201100,Similar to xylosyltransferase oxt,GO:0008375,acetylglucosaminyltransferase activity,9268348,response to stress,4.102804922
Os01g0201200,Similar to Protein kinase,GO:0004672,protein kinase activity,4346866,response to stress,-3.482879446
Os01g0201275,Conserved hypothetical protein,,,4349363,response to stress,1.317026237
Os01g0201400,Rapid ALkalinization Factor family protein,GO:0019722,calcium-mediated signaling,4333983,response to stress,1.363199711
Os01g0201600,"Virulence factor, pectin lyase fold family protein",,,4339592,response to stress,-1.377350011
Os01g0201600,"Virulence factor, pectin lyase fold family protein",,,4342223,response to stress,-2.218555401
Os01g0201700,Similar to M23 protein (Fragment),GO:0045944,positive regulation of transcription by RNA polymerase II,,response to stress,5.423313688
Os01g0201700,,,,,response to stress,-0.949645798
Os01g0201800,Hypothetical conserved gene,,,,response to stress,2.43078882
Os01g0201800,Hypothetical conserved gene,,,,response to stress,2.921075314
Os01g0201850,,,,,response to stress,3.100435228
Os01g0201900,Conserved hypothetical protein,,,4324096,response to stress,4.683542816
Os01g0201900,,,,9269437,response to stress,-3.0201914
Os01g0202500,Similar to B-box zinc finger family protein,GO:0006355,"regulation of transcription, DNA-templated",4326548,response to stress,-1.214362547
Os01g0202700,Similar to Flowering locus T3,,,,response to stress,4.61922132
Os01g0202700,Similar to Flowering locus T3,,,,response to stress,2.018598798
Os01g0202800,Similar to NOD26-like membrane integral protein ZmNIP1-1,GO:0055085,transmembrane transport,4336131,response to stress,1.650489722
Os01g0202800,Similar to NOD26-like membrane integral protein ZmNIP1-1,GO:0055085,transmembrane transport,4336133,response to stress,-3.739680851
Os01g0203000,"BZR1, transcriptional repressor family protein",GO:0003677,DNA binding,4325327,response to stress,3.594558362
Os01g0203300,,,,4330936,response to stress,1.975030726
Os01g0203300,,,,4330936,response to stress,6.734147235
Os01g0203300,Conserved hypothetical protein,,,9270261,response to stress,-1.566133395
Os01g0203300,,,,4345950,response to stress,-2.187968652
Os01g0203400,Hypothetical protein,GO:0016021,integral component of membrane,4326643,response to stress,1.946849919
Os01g0203800,"Protein of unknown function DUF641, plant domain containing protein",GO:0009639,response to red or far red light,4333539,response to stress,7.215327682
Os01g0203800,,,,,response to stress,5.771744927
Os01g0204000,DNA polymerase subunit Cdc27 domain containing protein,GO:0005634,nucleus,,response to stress,5.098451969
Os01g0204000,,,,4330618,response to stress,7.469089495
Os01g0205100,WD40 repeat-like domain containing protein,GO:0005515,protein binding,4324172,response to stress,7.518457704
Os01g0205200,Pentatricopeptide repeat domain containing protein,GO:0009451,RNA modification,,response to stress,2.571168323
Os01g0205300,"Similar to rho termination factor, N-terminal domain containing protein",GO:0006353,"DNA-templated transcription, termination",4349366,response to stress,-1.330437284
Os01g0205500,Similar to 60S ribosomal protein L11-2 (L16). Splice isoform 2,GO:0022625,cytosolic large ribosomal subunit,4324178,response to stress,-2.284284603
Os01g0205600,"Crotonase, core domain containing protein",GO:0005777,peroxisome,,response to stress,-1.090634445
Os01g0205700,Similar to Shaggy-like kinase (Fragment),GO:0006468,protein phosphorylation,4328174,response to temperature stimulus,2.273013695
Os01g0205700,Similar to Shaggy-like kinase (Fragment),GO:0006468,protein phosphorylation,4328175,response to temperature stimulus,-2.481999605
Os01g0205900,Similar to Class III peroxidase GvPx2b (Fragment),GO:0042744,hydrogen peroxide catabolic process,,response to temperature stimulus,3.149867659
Os01g0206200,Conserved hypothetical protein,,,4327163,response to temperature stimulus,3.250842529
Os01g0206300,Similar to CBL-interacting protein kinase 18,GO:0005524,ATP binding,4349367,response to temperature stimulus,2.948349907
Os01g0206300,Similar to CBL-interacting protein kinase 18,GO:0005524,ATP binding,4349368,response to temperature stimulus,3.597576496
Os01g0206700,Similar to Serine/threonine protein kinase (CBL-interacting protein kinase 20),GO:0005524,ATP binding,4327857,response to temperature stimulus,1.62582174
Os01g0206800,"Protein kinase, core domain containing protein",GO:0004672,protein kinase activity,4333612,response to temperature stimulus,2.450543985
Os01g0207200,Similar to Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A (EC 3.5.1.52) (PNGase A) (Glycopeptide N-glycosidase) (N-glycanase) [Contains: Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A light chain (PNGase A small chain) (PNGase A subunit B); Peptide-N4- (N-acetyl-beta-glucosaminyl)asparagine amidase A heavy chain (PNGase A large chain) (PNGase A subunit A)],GO:0005773,vacuole,4333389,response to temperature stimulus,3.868536357
Os01g0207400,Similar to peptide-N4-asparagine amidase A,GO:0005773,vacuole,4325647,response to temperature stimulus,-0.949645798
Os01g0207400,Similar to peptide-N4-asparagine amidase A,GO:0005773,vacuole,9272202,response to temperature stimulus,4.683542816
Os01g0207500,Hypothetical protein,,,4333807,response to temperature stimulus,-2.342870375
Os01g0207700,Drug/metabolite transporter domain containing protein,GO:0022857,transmembrane transporter activity,,response to temperature stimulus,-1.214362547
Os01g0207700,Drug/metabolite transporter domain containing protein,GO:0022857,transmembrane transporter activity,,response to temperature stimulus,4.61922132
Os01g0207900,Similar to nodulin-like protein,GO:0022857,transmembrane transporter activity,9268328,response to temperature stimulus,6.734147235
Os01g0207900,Similar to nodulin-like protein,GO:0022857,transmembrane transporter activity,9268328,response to temperature stimulus,7.215327682
Os01g0208000,"Protein of unknown function DUF6, transmembrane domain containing protein",GO:0022857,transmembrane transporter activity,4332965,response to temperature stimulus,5.771744927
Os01g0208400,Similar to peptide-N4-asparagine amidase A,GO:0005773,vacuole,9267668,response to temperature stimulus,5.098451969
Os01g0208600,"SCAR-like protein 2, Component of the suppressor of cAMP receptor/Wiskott-Aldrich syndrome protein family verprolin-homologous (SCAR/WAVE) complex, Actin organization, Panicle development, Regulation of water los",GO:0005856,cytoskeleton,4332603,response to temperature stimulus,7.469089495
Os01g0208700,Similar to Phosphoenolpyruvate carboxylase (Fragment),GO:0006099,tricarboxylic acid cycle,4331994,response to temperature stimulus,7.518457704
Os01g0208800,Similar to Phosphoenolpyruvate carboxylase (Fragment),,,4331995,cold acclimation,3.149867659
Os01g0209000,Alg9-like mannosyltransferase family protein,GO:0030433,ubiquitin-dependent ERAD pathway,4324985,cold acclimation,7.215327682
Os01g0209000,,,,4324985,cold acclimation,5.771744927
Os01g0209000,Alg9-like mannosyltransferase family protein,GO:0030433,ubiquitin-dependent ERAD pathway,4324987,cold acclimation,5.098451969
Os01g0209200,Similar to 14-3-3 protein 7,GO:0019904,protein domain specific binding,4326803,cold acclimation,7.469089495
Os01g0209400,"Nucleotide-binding, alpha-beta plait domain containing protein",GO:0003723,RNA binding,4331974,cold acclimation,7.518457704
Os01g0209400,,,,9271490,terpenoid metabolic process,1.789689657
Os01g0209400,"Nucleotide-binding, alpha-beta plait domain containing protein",GO:0003723,RNA binding,4331975,terpenoid metabolic process,1.271964353
Os01g0209500,"Zinc finger, RING-type domain containing protein",GO:0030014,CCR4-NOT complex,,terpenoid metabolic process,-0.953198527
Os01g0209500,"Zinc finger, RING-type domain containing protein",GO:0030014,CCR4-NOT complex,4333841,terpenoid metabolic process,2.163875947
Os01g0209500,,,,4350673,terpenoid metabolic process,1.993478077
Os01g0209700,Similar to GA 2-oxidase 5,GO:0046872,metal ion binding,9267438,terpenoid metabolic process,-1.743843876
Os01g0209800,Similar to Cationic amino acid transporter (Fragment),GO:0022857,transmembrane transporter activity,9272170,terpenoid metabolic process,3.294277245
Os01g0210200,"Similar to Myb-like DNA-binding domain containing protein, expressed",GO:0003677,DNA binding,,terpenoid metabolic process,-2.498483501
Os01g0210300,Conserved hypothetical protein,,,4333086,terpenoid metabolic process,-2.429402546
Os01g0210300,Conserved hypothetical protein,,,9270741,terpenoid metabolic process,1.650489722
Os01g0210400,Protein of unknown function DUF616 domain containing protein,GO:0006672,ceramide metabolic process,,response to cold,2.273013695
Os01g0210500,Similar to SOUL-like protein,GO:0005774,vacuolar membrane,4348360,response to cold,-2.481999605
Os01g0210600,Protein of unknown function DUF538 family protein,,,4326378,response to cold,3.149867659
Os01g0210700,Similar to Potassium channel (Fragment),GO:0055085,transmembrane transport,4334996,response to cold,3.250842529
Os01g0210700,Similar to Potassium channel (Fragment),GO:0055085,transmembrane transport,4334998,response to cold,2.948349907
Os01g0210700,,,,4334998,response to cold,3.868536357
Os01g0210800,Conserved hypothetical protein,GO:0008963,phospho-N-acetylmuramoyl-pentapeptide-transferase activity,4341492,response to cold,4.683542816
Os01g0210900,Cytochrome P450 family protein,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",4333937,response to cold,-1.214362547
Os01g0211000,Cytochrome P450 family protein,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",4337478,response to cold,4.61922132
Os01g0211000,Cytochrome P450 family protein,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",4337479,response to cold,6.734147235
Os01g0211200,Cytochrome P450 family protein,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",4335826,response to cold,7.215327682
Os01g0211600,Cytochrome P450 family protein,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",,response to cold,5.771744927
Os01g0211800,Similar to VirE2-interacting protein VIP1,GO:0003677,DNA binding,4333584,response to cold,5.098451969
Os01g0212000,Hypothetical protein,,,4334413,response to cold,7.469089495
Os01g0212100,"DEAD-like helicase, N-terminal domain containing protein",GO:0016787,hydrolase activity,4335160,response to cold,7.518457704
Os01g0212100,"DEAD-like helicase, N-terminal domain containing protein",GO:0004386,helicase activity,4335826,small molecule metabolic process,1.789689657
Os01g0212400,EF-Hand type domain containing protein,GO:0055085,transmembrane transport,,small molecule metabolic process,1.271964353
Os01g0212400,EF-Hand type domain containing protein,GO:0055085,transmembrane transport,4335162,small molecule metabolic process,-2.909134325
Os01g0212500,Conserved hypothetical protein,GO:0003700,DNA-binding transcription factor activity,4339091,small molecule metabolic process,-2.09527536
Os01g0212700,Similar to RING-H2 finger protein ATL2K,GO:0016021,integral component of membrane,4334748,small molecule metabolic process,-3.161353679
Os01g0213100,"Similar to Zinc finger, C3HC4 type family protein",GO:0016021,integral component of membrane,,small molecule metabolic process,3.748201971
Os01g0213300,"Transcription factor, MADS-box domain containing protein",GO:0045944,positive regulation of transcription by RNA polymerase II,,small molecule metabolic process,2.365054264
Os01g0213400,"Zinc finger, RING/FYVE/PHD-type domain containing protein",GO:0016567,protein ubiquitination,9266134,small molecule metabolic process,1.521832431
Os01g0213800,"Plant-specific transcription factor, miR319 target gen",GO:0043565,sequence-specific DNA binding,9268197,small molecule metabolic process,-1.585383807
Os01g0213800,"Plant-specific transcription factor, miR319 target gen",GO:0043565,sequence-specific DNA binding,9268197,small molecule metabolic process,-1.023962384
Os01g0214001,Hypothetical protein,,,,small molecule metabolic process,-3.352860694
Os01g0214200,"Esterase, SGNH hydrolase-type, subgroup domain containing protein",GO:0016788,"hydrolase activity, acting on ester bonds",4347327,small molecule metabolic process,1.797753573
Os01g0214300,Conserved hypothetical protein,,,4334531,small molecule metabolic process,-1.614733867
Os01g0214300,Conserved hypothetical protein,,,,small molecule metabolic process,1.502399743
Os01g0214400,Similar to predicted protein,,,4328180,small molecule metabolic process,2.436431691
Os01g0214400,,,,,small molecule metabolic process,2.163875947
Os01g0214500,Conserved hypothetical protein,GO:0016021,integral component of membrane,4326892,small molecule metabolic process,1.993478077
Os01g0214600,"Lipase, GDSL domain containing protein",GO:0016788,"hydrolase activity, acting on ester bonds",4335824,small molecule metabolic process,-1.638820769
Os01g0214800,"Lipase, GDSL domain containing protein",GO:0016788,"hydrolase activity, acting on ester bonds",4335040,small molecule metabolic process,3.250842529
Os01g0214800,"Lipase, GDSL domain containing protein",GO:0016021,integral component of membrane,4335040,small molecule metabolic process,3.074416702
Os01g0215000,"Lipase, GDSL domain containing protein",GO:0016788,"hydrolase activity, acting on ester bonds",,small molecule metabolic process,2.300409077
Os01g0215500,Similar to esterase,GO:0016788,"hydrolase activity, acting on ester bonds",4333464,small molecule metabolic process,-1.511585093
Os01g0215500,Similar to esterase,GO:0016788,"hydrolase activity, acting on ester bonds",9267568,small molecule metabolic process,-2.376887738
Os01g0215500,Similar to esterase,GO:0016788,"hydrolase activity, acting on ester bonds",,small molecule metabolic process,3.409851507
Os01g0215700,"Esterase, SGNH hydrolase-type domain containing protein",GO:0016788,"hydrolase activity, acting on ester bonds",4324082,small molecule metabolic process,3.868536357
Os01g0216000,"Lipase, GDSL domain containing protein",GO:0016788,"hydrolase activity, acting on ester bonds",4323940,small molecule metabolic process,1.390892955
Os01g0216300,"Lipase, GDSL domain containing protein",GO:0016788,"hydrolase activity, acting on ester bonds",4333008,small molecule metabolic process,-1.358058494
Os01g0216900,"Lipase, GDSL domain containing protein",GO:0016788,"hydrolase activity, acting on ester bonds",,small molecule metabolic process,-3.101493255
Os01g0216900,"Lipase, GDSL domain containing protein",GO:0016788,"hydrolase activity, acting on ester bonds",,small molecule metabolic process,3.294277245
Os01g0216900,,,,,small molecule metabolic process,1.026767738
Os01g0217000,"Protein of unknown function DUF231, plant domain containing protein",GO:0016413,O-acetyltransferase activity,9271137,small molecule metabolic process,1.803972808
Os01g0217000,"Protein of unknown function DUF231, plant domain containing protein",,,4337122,small molecule metabolic process,2.898318353
Os01g0217100,Conserved hypothetical protein,GO:0016021,integral component of membrane,4342311,small molecule metabolic process,-1.983741736
Os01g0217100,,,,,small molecule metabolic process,5.215793149
Os01g0217100,,,,,small molecule metabolic process,1.685158482
Os01g0217500,ThiJ/PfpI domain containing protein,GO:0005634,nucleus,,small molecule metabolic process,1.900236823
Os01g0217500,ThiJ/PfpI domain containing protein,GO:0005634,nucleus,,small molecule metabolic process,-2.498483501
Os01g0217500,ThiJ/PfpI domain containing protein,GO:0005634,nucleus,4346534,small molecule metabolic process,2.028526811
Os01g0217800,,,,4331332,small molecule metabolic process,-2.429402546
Os01g0217900,"Putative DNA demethylase, Endosperm developmen",GO:0006284,base-excision repair,,small molecule metabolic process,-1.202923001
Os01g0217900,,,,4328997,small molecule metabolic process,1.380662037
Os01g0218100,Helix-loop-helix DNA-binding domain containing protein,GO:0006355,"regulation of transcription, DNA-templated",4331094,small molecule metabolic process,1.257442184
Os01g0218200,Thioredoxin domain 2 containing protein,GO:0045454,cell redox homeostasis,4335823,small molecule metabolic process,1.296568953
Os01g0218500,Similar to ZCN14 protein,GO:0008429,phosphatidylethanolamine binding,4332893,small molecule metabolic process,3.100435228
Os01g0218500,Similar to ZCN14 protein,GO:0008429,phosphatidylethanolamine binding,4332893,small molecule metabolic process,4.683542816
Os01g0218500,Similar to ZCN14 protein,GO:0008429,phosphatidylethanolamine binding,,small molecule metabolic process,-2.342870375
Os01g0218700,ABC transporter integral membrane type 1 domain containing protein,GO:0055085,transmembrane transport,4331334,small molecule metabolic process,-2.634938545
Os01g0218700,ABC transporter integral membrane type 1 domain containing protein,GO:0055085,transmembrane transport,4331334,small molecule metabolic process,1.650489722
Os01g0218800,Similar to Trithorax 5 (Fragment),GO:0018024,histone-lysine N-methyltransferase activity,4339109,small molecule metabolic process,-2.7446855
Os01g0218900,"Zinc finger, PHD-type domain containing protein",GO:0046872,metal ion binding,4327606,small molecule metabolic process,-3.849637946
Os01g0219100,SFT2-like family protein,GO:0015031,protein transport,4335823,small molecule metabolic process,-2.142000153
Os01g0219200,"F-box protein, Mediation of bouquet formation, Promotion of homolog pairing, synapsis, and crossover formation in meiosi",GO:0005634,nucleus,4332912,small molecule metabolic process,-2.187968652
Os01g0219300,Conserved hypothetical protein,,,9268403,small molecule metabolic process,1.290207388
Os01g0219500,Plant lipid transfer protein/Par allergen family protein,GO:0008289,lipid binding,4334755,single organism cellular process,1.789689657
Os01g0219500,Plant lipid transfer protein/Par allergen family protein,GO:0008289,lipid binding,4334756,single organism cellular process,1.271964353
Os01g0219600,"Similar to Endo-beta-1,4-glucanase precursor (EC 3.2.1.4)",GO:0030246,carbohydrate binding,4334755,single organism cellular process,1.642851714
Os01g0220100,Similar to Cellulase,GO:0030246,carbohydrate binding,4333393,single organism cellular process,-1.919567408
Os01g0220100,Similar to Cellulase,GO:0030246,carbohydrate binding,4333394,single organism cellular process,-2.550510845
Os01g0220200,,,,4324022,single organism cellular process,1.475972297
Os01g0220300,Translation elongation  factor EF1B/ribosomal protein S6 domain containing protein,GO:0003735,structural constituent of ribosome,4334039,single organism cellular process,-2.909134325
Os01g0220400,Hypothetical protein,,,4342993,single organism cellular process,-1.131866006
Os01g0220400,Hypothetical protein,,,,single organism cellular process,2.659239913
Os01g0220500,Similar to predicted protein,,,4334048,single organism cellular process,0.710987695
Os01g0220700,Similar to predicted protein,GO:0016021,integral component of membrane,4332302,single organism cellular process,2.969616809
Os01g0220900,,,,,single organism cellular process,-2.09527536
Os01g0220900,,,,,single organism cellular process,-3.161353679
Os01g0221100,GH3 auxin-responsive promoter family protein,GO:0009611,response to wounding,4333887,single organism cellular process,3.748201971
Os01g0221100,GH3 auxin-responsive promoter family protein,GO:0009611,response to wounding,9266700,single organism cellular process,-1.059687481
Os01g0221100,,,,4333888,single organism cellular process,-1.337255305
Os01g0221100,,,,4348769,single organism cellular process,3.141656679
Os01g0221300,Conserved hypothetical protein,,,4333788,single organism cellular process,4.284311765
Os01g0221400,Conserved hypothetical protein,,,4337229,single organism cellular process,2.20815339
Os01g0221500,Protein of unknown function DUF2358 domain containing protein,GO:0005737,cytoplasm,4334083,single organism cellular process,2.365054264
Os01g0221500,,,,,single organism cellular process,-1.87644396
Os01g0221500,Protein of unknown function DUF2358 domain containing protein,GO:0005737,cytoplasm,,single organism cellular process,1.521832431
Os01g0221600,,,,4331310,single organism cellular process,-1.585383807
Os01g0221700,"Similar to GDT1-like protein 1, chloroplastic",GO:0016021,integral component of membrane,,single organism cellular process,-1.74799846
Os01g0221900,"Similar to peptidase C45, acyl-coenzyme A/6-aminopenicillanic acid acyl-transferase",,,4335822,single organism cellular process,-1.810074507
Os01g0222300,Conserved hypothetical protein,GO:0033314,mitotic DNA replication checkpoint,4334332,single organism cellular process,-1.023962384
Os01g0222500,Similar to Vacuolar ATP synthase subunit E (EC 3.6.3.14) (V-ATPase E subunit) (Vacuolar proton pump E subunit),GO:0046961,"proton-transporting ATPase activity, rotational mechanism",4334617,single organism cellular process,-3.352860694
Os01g0222600,Conserved hypothetical protein,,,4334619,single organism cellular process,1.797753573
Os01g0222700,Protein of unknown function DUF659 domain containing protein,GO:0046983,protein dimerization activity,4324927,single organism cellular process,-1.428396194
Os01g0222700,,,,4324928,single organism cellular process,2.457021176
Os01g0222700,Protein of unknown function DUF659 domain containing protein,GO:0046983,protein dimerization activity,4324928,single organism cellular process,-2.186093275
Os01g0222900,,,,,single organism cellular process,-0.953198527
Os01g0223000,"Lipase, GDSL domain containing protein",GO:0016788,"hydrolase activity, acting on ester bonds",9270623,single organism cellular process,-1.614733867
Os01g0223200,"Lipase, GDSL domain containing protein",GO:0016788,"hydrolase activity, acting on ester bonds",4334634,single organism cellular process,1.249502867
Os01g0223300,"Protein of unknown function DUF1677, Oryza sativa domain containing protein",,,4333060,single organism cellular process,-1.150885202
Os01g0223300,"Protein of unknown function DUF1677, Oryza sativa domain containing protein",,,4333060,single organism cellular process,-2.399172779
Os01g0223600,Similar to Pto kinase interactor 1-like protein,GO:0004672,protein kinase activity,4332682,single organism cellular process,-2.481999605
Os01g0223700,Bulb-type lectin domain domain containing protein,GO:0016021,integral component of membrane,4331550,single organism cellular process,-1.801465554
Os01g0223900,,,,4329284,single organism cellular process,-1.075350823
Os01g0223900,Serine/threonine protein kinase-related domain containing protein,GO:0048544,recognition of pollen,4333528,single organism cellular process,1.502399743
Os01g0224000,Serine/threonine protein kinase-related domain containing protein,GO:0048544,recognition of pollen,4330626,single organism cellular process,2.21472732
Os01g0224100,Similar to DNA binding protein-like protein,GO:0003677,DNA binding,4333158,single organism cellular process,2.296129785
Os01g0224200,Hypothetical conserved gene,GO:0010020,chloroplast fission,4330026,single organism cellular process,1.844013208
Os01g0224400,Similar to Mitochondrial carrier protein,GO:0022857,transmembrane transporter activity,4340662,single organism cellular process,2.436431691
Os01g0224500,Conserved hypothetical protein,GO:0005730,nucleolus,4324444,single organism cellular process,2.163875947
Os01g0224700,"Flavin monooxygenase-like enzyme, Auxin biosynthesi",GO:0050661,NADP binding,4329474,single organism cellular process,-3.275364753
Os01g0225000,Mitochondrial carrier protein domain containing protein,GO:0055085,transmembrane transport,,single organism cellular process,4.631775453
Os01g0225000,Mitochondrial carrier protein domain containing protein,GO:0055085,transmembrane transport,,single organism cellular process,1.993478077
Os01g0225100,Conserved hypothetical protein,,,4329092,single organism cellular process,-1.638820769
Os01g0225100,Conserved hypothetical protein,,,4336142,single organism cellular process,-1.15735818
Os01g0225200,Similar to predicted protein,GO:0005525,GTP binding,4336784,single organism cellular process,-2.804371473
Os01g0225200,,,,9272142,single organism cellular process,2.855506737
Os01g0225200,Similar to predicted protein,GO:0005525,GTP binding,9272142,single organism cellular process,-1.482347169
Os01g0225300,,,,4330050,single organism cellular process,4.111653583
Os01g0225400,"Pyruvate/Phosphoenolpyruvate kinase, catalytic core domain containing protein",GO:0003864,3-methyl-2-oxobutanoate hydroxymethyltransferase activity,4331650,single organism cellular process,1.452597643
Os01g0225500,Similar to 3-methyl-2-oxobutanoate hydroxymethyltransferase,GO:0003864,3-methyl-2-oxobutanoate hydroxymethyltransferase activity,4337783,single organism cellular process,-2.060418088
Os01g0225600,Similar to Dehydrin,GO:0009269,response to desiccation,9271629,single organism cellular process,2.300409077
Os01g0226200,Conserved hypothetical protein,GO:0005886,plasma membrane,,single organism cellular process,2.609381895
Os01g0226200,Conserved hypothetical protein,GO:0005886,plasma membrane,,single organism cellular process,-1.511585093
Os01g0226300,Reticulon family protein,GO:0005789,endoplasmic reticulum membrane,9272369,single organism cellular process,-1.743843876
Os01g0226400,"ATPase, AAA-type, core domain containing protein",GO:0005524,ATP binding,4333475,single organism cellular process,1.62582174
Os01g0226400,"ATPase, AAA-type, core domain containing protein",GO:0005524,ATP binding,4333475,single organism cellular process,-2.376887738
Os01g0226500,Conserved hypothetical protein,,,4346054,single organism cellular process,3.230360441
Os01g0226500,Conserved hypothetical protein,,,4346054,single organism cellular process,-2.388316279
Os01g0226600,Similar to C4-dicarboxylate transporter/malic acid transport protein,GO:0055085,transmembrane transport,4344437,single organism cellular process,3.409851507
Os01g0226600,Similar to C4-dicarboxylate transporter/malic acid transport protein,GO:0055085,transmembrane transport,4344437,single organism cellular process,-1.453056977
Os01g0226700,"Protein of unknown function DUF623, plant domain containing protein",GO:0045892,"negative regulation of transcription, DNA-templated",4340427,single organism cellular process,3.868536357
Os01g0226700,"Protein of unknown function DUF623, plant domain containing protein",GO:0045892,"negative regulation of transcription, DNA-templated",4347401,single organism cellular process,-1.053932111
Os01g0227100,"Chlorophyll b reductase, Leaf senescenc",GO:0055114,oxidation-reduction process,4328188,single organism cellular process,1.623799973
Os01g0227200,Similar to Somatic embryogenesis receptor kinase-like protein,GO:0006468,protein phosphorylation,,single organism cellular process,1.390892955
Os01g0227300,Similar to RAB7D,GO:0005525,GTP binding,4327916,single organism cellular process,-2.152855133
Os01g0227400,Similar to Cytochrome P450 71A1 (EC 1.14.-.-) (CYPLXXIA1) (ARP-2),GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",107277264,single organism cellular process,-2.036075544
Os01g0227500,Cytochrome P450 family protein,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",4336049,single organism cellular process,-1.996809758
